time, ACC_X, ACC_Y, ACC_Z, B_X, B_Y, B_Z, EULER_X, EULER_Y, EULER_Z, GYRO_X, GYRO_Y, GYRO_Z
'2021-05-09 23:46:49 802',0.096,0.04,0.972,-0.348,0.289,-0.22,2.01,4.62,136.18,-0.024,0.247,0.122
'2021-05-09 23:46:49 735',0.091,0.039,0.98,-0.351,0.291,-0.216,2.16,5.21,137.18,0.041,0.168,0.083
'2021-05-09 23:46:49 689',0.09,0.044,0.974,-0.35,0.3,-0.205,2.29,5.13,136.1,-0.018,0.085,0.701
'2021-05-09 23:46:49 628',0.081,0.038,0.978,-0.348,0.301,-0.215,2.04,5.02,137.46,0.109,-0.203,0.076
'2021-05-09 23:46:49 585',0.086,0.04,0.976,-0.354,0.297,-0.216,2.26,5.39,137.14,0.177,-0.081,0.247
'2021-05-09 23:46:49 524',0.082,0.038,0.977,-0.342,0.306,-0.218,1.91,4.6,137.55,0.112,0.043,-0.061
'2021-05-09 23:46:49 478',0.083,0.038,0.978,-0.35,0.304,-0.211,2.01,4.75,137.55,0.144,-0.07,0.022
'2021-05-09 23:46:49 443',0.084,0.039,0.979,-0.342,0.295,-0.216,1.9,4.73,137.72,0.096,0.022,-0.008
'2021-05-09 23:46:49 374',0.083,0.038,0.978,-0.345,0.3,-0.215,1.87,4.62,137.56,0.121,0.052,0.037
'2021-05-09 23:46:49 326',0.081,0.035,0.98,-0.347,0.298,-0.213,1.71,4.67,137.9,0.135,-0.138,-0.158
'2021-05-09 23:46:49 293',0.083,0.04,0.977,-0.345,0.3,-0.205,1.84,4.58,137.78,0.086,0.222,0
'2021-05-09 23:46:49 226',0.077,0.03,0.98,-0.344,0.296,-0.211,1.65,4.51,137.4,0.082,-0.01,-0.07
'2021-05-09 23:46:49 176',0.079,0.031,0.979,-0.345,0.295,-0.215,1.59,4.45,137.71,0.067,-0.023,-0.057
'2021-05-09 23:46:49 123',0.074,0.03,0.975,-0.34,0.304,-0.207,1.49,4.42,137.49,0.1,-0.011,0.116
'2021-05-09 23:46:49 076',0.077,0.031,0.978,-0.345,0.297,-0.207,1.62,4.45,137.27,0.115,0.041,0.025
'2021-05-09 23:46:48 997',0.078,0.031,0.974,-0.348,0.295,-0.218,1.36,4.57,137.88,0.039,0.043,0.107
'2021-05-09 23:46:48 973',0.075,0.03,0.975,-0.347,0.3,-0.208,1.49,4.4,137.7,0.145,0.025,0
'2021-05-09 23:46:48 917',0.078,0.031,0.972,-0.348,0.298,-0.216,1.59,4.55,137.91,0.086,-0.043,-0.288
'2021-05-09 23:46:48 847',0.079,0.032,0.974,-0.345,0.294,-0.216,1.38,4.58,137.99,-0.027,0.045,0.001
'2021-05-09 23:46:48 809',0.074,0.031,0.974,-0.337,0.297,-0.213,1.37,4.27,137.17,0.066,-0.096,-0.017
'2021-05-09 23:46:48 767',0.073,0.028,0.975,-0.348,0.3,-0.213,1.52,4.45,137.54,0.115,-0.072,-0.257
'2021-05-09 23:46:48 695',0.076,0.032,0.978,-0.333,0.3,-0.213,1.31,3.96,137.48,0.063,0.142,0.09
'2021-05-09 23:46:48 659',0.075,0.031,0.976,-0.337,0.303,-0.216,1.35,4.1,137.14,0.047,0.002,0.036
'2021-05-09 23:46:48 609',0.075,0.032,0.975,-0.338,0.31,-0.218,1.48,4.6,138.05,0.059,0.111,-0.165
'2021-05-09 23:46:48 545',0.076,0.032,0.978,-0.335,0.3,-0.205,1.32,4.07,137.67,0.047,0.186,0.12
'2021-05-09 23:46:48 508',0.072,0.019,0.976,-0.335,0.297,-0.216,1.48,4.68,136.99,0.19,-0.305,-0.083
'2021-05-09 23:46:48 459',0.075,0.032,0.975,-0.337,0.307,-0.219,1.52,4.8,138.04,0.086,-0.148,-0.494
'2021-05-09 23:46:48 370',0.077,0.027,0.977,-0.33,0.293,-0.216,1.28,4.5,137.17,0.12,0.016,0.052
'2021-05-09 23:46:48 358',0.077,0.024,0.975,-0.33,0.298,-0.213,1.31,4.36,136.9,0.077,0.119,0.074
'2021-05-09 23:46:48 310',0.072,0.025,0.977,-0.335,0.298,-0.213,1.16,4.47,137.49,0.072,-0.009,0
'2021-05-09 23:46:48 220',0.076,0.026,0.977,-0.33,0.295,-0.215,1.22,4.49,137.25,0.134,0.014,0.101
'2021-05-09 23:46:48 193',0.072,0.023,0.979,-0.335,0.294,-0.212,1.28,4.65,137.58,0.124,-0.076,-0.088
'2021-05-09 23:46:48 160',0.071,0.024,0.977,-0.335,0.297,-0.216,1.17,4.47,137.54,0.046,0.083,-0.011
'2021-05-09 23:46:48 089',0.073,0.025,0.98,-0.335,0.294,-0.205,1.12,4.45,137.7,0.176,-0.013,-0.02
'2021-05-09 23:46:48 043',0.072,0.026,0.979,-0.331,0.296,-0.207,1.22,4.55,137.52,0.092,-0.02,0.005
'2021-05-09 23:46:47 988',0.078,0.026,0.982,-0.328,0.294,-0.213,1.22,4.63,137.96,0.055,0.018,0.063
'2021-05-09 23:46:47 939',0.072,0.024,0.98,-0.335,0.296,-0.212,0.97,4.42,137.68,-0.043,0.054,0.071
'2021-05-09 23:46:47 893',0.077,0.025,0.982,-0.334,0.294,-0.208,1.39,4.9,138.49,0.086,-0.044,-0.063
'2021-05-09 23:46:47 838',0.08,0.026,0.982,-0.331,0.296,-0.213,1.29,4.67,138.15,0.082,0.101,0.054
'2021-05-09 23:46:47 779',0.094,0.022,0.973,-0.33,0.287,-0.218,1.49,4.99,136.13,-0.006,0.345,-0.268
'2021-05-09 23:46:47 743',0.08,0.026,0.987,-0.328,0.296,-0.213,1.43,4.9,138.54,0.016,0.092,-0.367
'2021-05-09 23:46:47 689',0.084,0.028,0.973,-0.328,0.298,-0.213,1.53,5.46,135.74,0.038,0.02,-0.024
'2021-05-09 23:46:47 629',0.082,0.026,0.976,-0.331,0.288,-0.21,1.56,5.3,135.73,0.068,0.195,0.055
'2021-05-09 23:46:47 591',0.083,0.026,0.972,-0.333,0.294,-0.216,1.54,5.64,135.65,0.089,-0.054,-0.023
'2021-05-09 23:46:47 539',0.085,0.028,0.97,-0.331,0.293,-0.212,1.57,5.5,135.7,0.058,0.146,0.015
'2021-05-09 23:46:47 476',0.086,0.029,0.975,-0.327,0.293,-0.215,1.51,5.64,135.46,0.084,-0.181,0.227
'2021-05-09 23:46:47 441',0.083,0.026,0.972,-0.331,0.291,-0.213,1.5,5.58,135.54,0.077,-0.004,-0.002
'2021-05-09 23:46:47 377',0.086,0.028,0.975,-0.331,0.29,-0.208,1.47,5.37,135.71,0.057,-0.04,0.064
'2021-05-09 23:46:47 326',0.084,0.028,0.977,-0.325,0.291,-0.22,1.5,5.41,135.67,0.086,-0.064,0.012
'2021-05-09 23:46:47 266',0.085,0.028,0.975,-0.331,0.297,-0.223,1.53,5.24,135.75,-0.009,0.088,0.05
'2021-05-09 23:46:47 227',0.085,0.028,0.975,-0.331,0.293,-0.212,1.45,5.27,135.67,0.023,0.048,0.077
'2021-05-09 23:46:47 165',0.083,0.029,0.978,-0.333,0.293,-0.213,1.66,5.36,135.75,0.052,0.055,0
'2021-05-09 23:46:47 116',0.082,0.028,0.976,-0.338,0.297,-0.21,1.68,5.38,135.76,0.101,-0.006,0.105
'2021-05-09 23:46:47 069',0.086,0.031,0.974,-0.33,0.291,-0.215,1.73,5.71,135.74,0.042,-0.037,0.24
'2021-05-09 23:46:47 015',0.085,0.03,0.977,-0.333,0.291,-0.207,1.66,5.42,135.67,0.051,0.105,0.039
'2021-05-09 23:46:46 967',0.083,0.03,0.978,-0.331,0.297,-0.221,1.72,5.34,136.31,0.125,-0.124,0.067
'2021-05-09 23:46:46 919',0.083,0.03,0.976,-0.333,0.293,-0.213,1.79,5.68,135.98,0.045,-0.043,0.035
'2021-05-09 23:46:46 852',0.083,0.029,0.977,-0.33,0.29,-0.212,1.59,5.05,136.37,0.046,-0.014,0.009
'2021-05-09 23:46:46 817',0.082,0.029,0.978,-0.332,0.294,-0.22,1.69,5.21,136.4,0.142,-0.122,0.058
'2021-05-09 23:46:46 767',0.086,0.03,0.976,-0.33,0.288,-0.205,1.57,5.19,136.3,0.105,-0.035,0.018
'2021-05-09 23:46:46 702',0.084,0.029,0.976,-0.33,0.288,-0.202,1.61,5,136.33,0.087,0.068,0.092
'2021-05-09 23:46:46 666',0.084,0.028,0.975,-0.333,0.296,-0.205,1.3,5.14,136.15,0.103,-0.003,0.031
'2021-05-09 23:46:46 617',0.085,0.03,0.976,-0.331,0.293,-0.199,1.5,5.09,136.24,0.119,0.078,-0.036
'2021-05-09 23:46:46 532',0.086,0.029,0.973,-0.326,0.296,-0.207,1.26,5.24,136.27,-0.008,0.009,0.118
'2021-05-09 23:46:46 516',0.085,0.029,0.975,-0.327,0.294,-0.207,1.22,5.14,136.15,0.048,0.072,0.048
'2021-05-09 23:46:46 457',0.087,0.028,0.973,-0.323,0.296,-0.21,1.39,5.01,136.71,0.139,0.057,-0.038
'2021-05-09 23:46:46 382',0.086,0.028,0.974,-0.328,0.297,-0.215,1.36,5.24,136.44,0.074,-0.04,0.066
'2021-05-09 23:46:46 354',0.089,0.028,0.973,-0.33,0.294,-0.216,1.33,5.01,136.86,0.035,0.129,0.048
'2021-05-09 23:46:46 307',0.087,0.027,0.972,-0.323,0.297,-0.213,1.33,5.07,136.74,0.086,-0.013,0.014
'2021-05-09 23:46:46 248',0.091,0.028,0.974,-0.327,0.293,-0.208,1.54,5.43,137.18,0.065,0.15,-0.145
'2021-05-09 23:46:46 204',0.088,0.028,0.972,-0.333,0.298,-0.213,1.39,5.13,136.96,0.085,-0.005,0.059
'2021-05-09 23:46:46 145',0.085,0.022,0.975,-0.323,0.297,-0.21,1.39,5.33,136.44,0.123,-0.141,0.009
'2021-05-09 23:46:46 098',0.094,0.025,0.974,-0.323,0.29,-0.215,1.56,5.63,137.09,0.154,-0.018,-0.579
'2021-05-09 23:46:46 042',0.084,0.025,0.974,-0.321,0.291,-0.215,1.39,5.14,136.53,0.058,-0.057,-0.049
'2021-05-09 23:46:45 995',0.085,0.023,0.975,-0.32,0.293,-0.212,1.38,5.18,136.52,0.081,-0.057,0.047
'2021-05-09 23:46:45 952',0.087,0.027,0.972,-0.327,0.29,-0.209,1.33,5.11,136.52,0.005,0.148,0.005
'2021-05-09 23:46:45 892',0.085,0.025,0.974,-0.324,0.288,-0.212,1.35,4.95,136.44,0.129,0.125,0.029
'2021-05-09 23:46:45 841',0.088,0.028,0.974,-0.325,0.288,-0.213,1.54,5.25,136.42,0.137,-0.077,0.014
'2021-05-09 23:46:45 802',0.087,0.027,0.972,-0.33,0.288,-0.209,1.41,5.25,136.51,-0.012,0.102,-0.041
'2021-05-09 23:46:45 776',0.09,0.029,0.976,-0.331,0.293,-0.213,1.43,5.24,136.54,0.063,0.07,0.049
'2021-05-09 23:46:45 775',0.089,0.027,0.974,-0.324,0.287,-0.213,1.31,5.39,136.42,0.039,-0.011,-0.296
'2021-05-09 23:46:45 772',0.081,0.031,0.977,-0.314,0.287,-0.215,1.41,5.18,135.7,-0.064,-0.016,0.049
'2021-05-09 23:46:45 691',0.089,0.029,0.974,-0.33,0.291,-0.212,1.46,5.12,136.41,0.127,0.09,0.049
'2021-05-09 23:46:45 626',0.09,0.029,0.974,-0.328,0.288,-0.212,1.43,5.28,136.58,0.092,0.141,-0.006
'2021-05-09 23:46:45 625',0.079,0.031,0.975,-0.32,0.29,-0.21,1.29,5.35,136.03,-0.022,-0.118,-0.19
'2021-05-09 23:46:45 622',0.083,0.032,0.978,-0.313,0.285,-0.21,1.57,5.17,135.76,-0.026,-0.04,0.075
'2021-05-09 23:46:45 410',0.084,0.031,0.978,-0.316,0.29,-0.207,1.65,4.94,136.01,0.078,0.003,0.048
'2021-05-09 23:46:45 289',0.09,0.034,0.978,-0.313,0.29,-0.22,1.54,5.02,136.52,0.109,0.056,-0.117
'2021-05-09 23:46:45 260',0.086,0.032,0.977,-0.313,0.297,-0.21,1.57,4.9,136.26,0.111,0.061,0.055
'2021-05-09 23:46:45 222',0.092,0.026,0.98,-0.323,0.282,-0.215,2.05,6.27,138.24,0.089,-0.562,-1.217
'2021-05-09 23:46:45 139',0.089,0.038,0.979,-0.314,0.284,-0.217,1.49,5.07,136.47,0.007,-0.085,0.074
'2021-05-09 23:46:45 132',0.084,0.029,0.976,-0.318,0.282,-0.215,1.79,5.4,135.63,0.024,0.022,0.1
'2021-05-09 23:46:45 128',0.096,0.045,0.977,-0.32,0.282,-0.218,1.78,4.94,136.88,0.065,0.113,0.072
'2021-05-09 23:46:45 072',0.091,0.029,0.977,-0.321,0.275,-0.215,1.95,5.68,136.83,0.063,-0.162,-0.83
'2021-05-09 23:46:45 040',0.085,0.029,0.976,-0.318,0.281,-0.214,1.81,5.28,135.74,0.093,0.036,-0.039
'2021-05-09 23:46:45 039',0.105,0.052,0.977,-0.321,0.281,-0.225,1.71,5.1,136.97,-0.068,0.614,-0.086
'2021-05-09 23:46:44 982',0.084,0.029,0.976,-0.321,0.29,-0.212,1.87,5.41,135.7,0.039,-0.064,0.081
'2021-05-09 23:46:44 978',0.098,0.046,0.977,-0.316,0.284,-0.214,1.74,4.98,136.98,0.049,0.066,-0.023
'2021-05-09 23:46:44 925',0.086,0.03,0.975,-0.318,0.285,-0.212,1.86,5.36,135.52,0.06,0.126,-0.049
'2021-05-09 23:46:44 890',0.085,0.03,0.976,-0.317,0.285,-0.214,1.75,5.26,135.55,0.032,0.048,-0.004
'2021-05-09 23:46:44 889',0.12,0.056,0.965,-0.327,0.288,-0.223,1.77,5.74,136.91,-0.133,0.799,-0.209
'2021-05-09 23:46:44 838',0.085,0.031,0.974,-0.317,0.284,-0.212,1.94,5.63,135.41,0.077,0.039,0.109
'2021-05-09 23:46:44 834',0.084,0.029,0.976,-0.318,0.282,-0.215,1.79,5.4,135.63,0.024,0.022,0.1
'2021-05-09 23:46:44 775',0.086,0.031,0.974,-0.321,0.285,-0.212,1.88,5.5,135.42,0.061,0.001,0.042
'2021-05-09 23:46:44 688',0.083,0.031,0.973,-0.313,0.282,-0.21,1.97,5.69,135.51,0.023,-0.003,0.095
'2021-05-09 23:46:44 684',0.084,0.029,0.976,-0.321,0.29,-0.212,1.87,5.41,135.7,0.039,-0.064,0.081
'2021-05-09 23:46:44 514',0.085,0.029,0.976,-0.318,0.281,-0.214,1.81,5.28,135.74,0.093,0.036,-0.039
'2021-05-09 23:46:44 399',0.086,0.03,0.975,-0.318,0.285,-0.212,1.86,5.36,135.52,0.06,0.126,-0.049
'2021-05-09 23:46:44 364',0.085,0.03,0.976,-0.317,0.285,-0.214,1.75,5.26,135.55,0.032,0.048,-0.004
'2021-05-09 23:46:44 298',0.085,0.031,0.974,-0.317,0.284,-0.212,1.94,5.63,135.41,0.077,0.039,0.109
'2021-05-09 23:46:44 249',0.086,0.031,0.974,-0.321,0.285,-0.212,1.88,5.5,135.42,0.061,0.001,0.042
'2021-05-09 23:46:44 201',0.084,0.031,0.975,-0.318,0.284,-0.214,2.19,5.78,135.64,0.07,0.019,0.038
'2021-05-09 23:46:44 148',0.083,0.031,0.973,-0.313,0.282,-0.21,1.97,5.69,135.51,0.023,-0.003,0.095
'2021-05-09 23:46:44 100',0.085,0.031,0.975,-0.321,0.282,-0.214,2.27,5.75,135.43,0.092,-0.017,0.007
'2021-05-09 23:46:44 051',0.083,0.031,0.975,-0.323,0.281,-0.22,2.25,5.85,135.67,0.052,-0.106,0.022
'2021-05-09 23:46:43 972',0.086,0.031,0.974,-0.321,0.287,-0.215,2.22,5.82,135.17,0.07,0.032,0.008
'2021-05-09 23:46:43 950',0.085,0.031,0.974,-0.318,0.279,-0.217,2.28,5.74,135.37,0.073,0.014,-0.069
'2021-05-09 23:46:43 855',0.088,0.032,0.973,-0.318,0.278,-0.215,2.3,5.95,134.96,0.096,0,0.101
'2021-05-09 23:46:43 822',0.087,0.032,0.974,-0.317,0.279,-0.217,2.27,5.89,135.13,0.032,0.052,0.033
'2021-05-09 23:46:43 756',0.092,0.033,0.971,-0.317,0.279,-0.209,2.47,6.43,134.9,0.059,0.02,-0.045
'2021-05-09 23:46:43 705',0.089,0.032,0.973,-0.317,0.281,-0.218,2.31,5.94,134.96,0.007,0.111,0.085
'2021-05-09 23:46:43 640',0.093,0.034,0.97,-0.323,0.278,-0.212,2.64,6.6,134.65,0.012,0.101,0.073
'2021-05-09 23:46:43 606',0.092,0.033,0.971,-0.318,0.279,-0.214,2.52,6.5,134.76,0.062,-0.015,-0.01
'2021-05-09 23:46:43 543',0.098,0.036,0.968,-0.32,0.284,-0.212,2.89,6.72,134.42,0.071,-0.071,0.117
'2021-05-09 23:46:43 490',0.095,0.034,0.97,-0.32,0.278,-0.215,2.76,6.74,134.6,0.057,-0.046,0.014
'2021-05-09 23:46:43 435',0.106,0.039,0.968,-0.326,0.279,-0.207,3.37,6.29,134.6,0.069,-0.035,0.086
'2021-05-09 23:46:43 393',0.099,0.037,0.967,-0.317,0.282,-0.215,3.09,6.62,134.6,0.056,-0.072,0.05
'2021-05-09 23:46:43 339',0.115,0.043,0.963,-0.324,0.284,-0.215,3.61,5.99,134.23,0.07,0.03,-0.049
'2021-05-09 23:46:43 285',0.109,0.041,0.965,-0.321,0.287,-0.205,3.45,6.13,134.53,0.07,0.018,0.031
'2021-05-09 23:46:43 242',0.13,0.049,0.958,-0.323,0.279,-0.223,3.74,5.66,133.29,0.022,0.522,0.004
'2021-05-09 23:46:43 189',0.119,0.044,0.963,-0.323,0.281,-0.214,3.68,5.84,134.03,0.074,0.06,-0.116
'2021-05-09 23:46:43 127',0.136,0.052,0.95,-0.34,0.279,-0.223,4.04,7.54,132.81,-0.03,0.945,0.469
'2021-05-09 23:46:43 092',0.136,0.05,0.955,-0.334,0.278,-0.221,3.82,5.96,133.11,-0.052,1.062,0.049
'2021-05-09 23:46:42 977',0.115,0.051,0.954,-0.334,0.276,-0.221,4.27,8.48,133.18,0.189,-0.687,0.192
'2021-05-09 23:46:32 993',0.129,0.063,0.976,-0.357,0.292,-0.219,4.6,8.03,137.72,0.24,-0.169,-0.503
'2021-05-09 23:46:32 899',0.136,0.068,0.978,-0.351,0.288,-0.215,4.53,7.97,136.36,0.283,-0.388,-0.536
'2021-05-09 23:46:32 843',0.125,0.069,0.975,-0.352,0.297,-0.218,4.42,7.89,137.14,0.054,-0.055,-0.092
'2021-05-09 23:46:32 784',0.135,0.092,0.971,-0.352,0.283,-0.226,4.18,7.45,135.62,-0.079,0.3,0.605
'2021-05-09 23:46:32 749',0.129,0.078,0.976,-0.349,0.292,-0.228,4.18,7.45,135.57,0.029,0.073,0.021
'2021-05-09 23:46:32 681',0.153,0.097,0.967,-0.363,0.286,-0.235,5.84,8.5,137.29,0.29,0.147,0.184
'2021-05-09 23:46:32 634',0.149,0.104,0.962,-0.365,0.276,-0.224,4.76,8.1,136.69,-0.552,0.675,0.363
'2021-05-09 23:46:32 587',0.153,0.105,0.963,-0.373,0.28,-0.226,5.65,8.61,138.5,-0.1,0.153,0.297
'2021-05-09 23:46:32 531',0.153,0.098,0.967,-0.368,0.286,-0.232,5.64,8.58,137.54,0.277,0.045,0.515
'2021-05-09 23:46:32 484',0.164,0.106,0.96,-0.371,0.283,-0.227,5.7,8.86,138.5,0.01,0.162,-0.553
'2021-05-09 23:46:32 437',0.153,0.107,0.962,-0.375,0.28,-0.229,5.89,8.68,138.86,0.066,0.066,0.023
'2021-05-09 23:46:32 379',0.159,0.088,0.964,-0.366,0.276,-0.234,5.07,8.88,136.75,-0.249,0.248,-0.017
'2021-05-09 23:46:32 334',0.157,0.093,0.965,-0.372,0.278,-0.227,5.35,9.12,137.32,0.029,0.146,-0.097
'2021-05-09 23:46:32 260',0.143,0.093,0.955,-0.356,0.285,-0.231,5.24,8.74,138.01,0.883,0.043,-0.009
'2021-05-09 23:46:32 229',0.153,0.094,0.945,-0.361,0.282,-0.236,5.42,9.04,136.62,0.163,-0.058,0.527
'2021-05-09 23:46:32 176',0.168,0.129,0.95,-0.349,0.291,-0.239,2.67,8.92,137.96,0.249,0.151,0.498
'2021-05-09 23:46:32 110',0.15,0.097,0.953,-0.359,0.289,-0.229,4.22,8.82,138.04,0.247,0.028,0.297
'2021-05-09 23:46:32 067',0.181,0.131,0.928,-0.351,0.288,-0.237,3.04,8.53,139.24,-0.572,0.402,-0.176
'2021-05-09 23:46:32 026',0.151,0.105,0.947,-0.355,0.288,-0.239,2.1,9.01,138.62,-0.342,-0.518,0.384
'2021-05-09 23:46:31 957',0.171,0.108,0.933,-0.341,0.286,-0.237,3.53,8.88,138.72,0.271,-0.998,-0.233
'2021-05-09 23:46:31 917',0.162,0.111,0.935,-0.349,0.286,-0.236,3.4,8.83,139.19,0.128,0.45,-0.19
'2021-05-09 23:46:31 870',0.13,0.136,0.919,-0.356,0.282,-0.248,3.68,8.62,142.47,0.428,0.13,-0.378
'2021-05-09 23:46:31 807',0.155,0.087,0.943,-0.345,0.289,-0.239,2.98,7.5,138.48,0.976,0.269,0.588
'2021-05-09 23:46:31 750',0.134,0.069,0.974,-0.359,0.268,-0.25,3.85,8.62,141.06,0.184,0.165,-0.56
'2021-05-09 23:46:31 720',0.157,0.123,0.921,-0.352,0.271,-0.252,2.84,9,142.31,-0.503,-0.445,-0.544
'2021-05-09 23:46:31 660',0.138,0.015,0.965,-0.362,0.279,-0.239,3.44,8.01,139.63,-0.167,-0.091,-0.493
'2021-05-09 23:46:31 600',0.143,0.064,0.96,-0.366,0.279,-0.244,3.67,8.98,140.54,-0.016,-0.637,-0.446
'2021-05-09 23:46:31 567',0.092,0.01,0.952,-0.351,0.306,-0.222,0.28,8.23,141.52,1.68,-0.592,0.64
'2021-05-09 23:46:31 510',0.124,-0.01,0.963,-0.354,0.286,-0.224,3.98,7.89,139.14,1.659,-0.067,0.35
'2021-05-09 23:46:31 453',0.137,0.081,0.97,-0.344,0.294,-0.237,-0.78,6.21,141.35,-2.423,1.236,-0.905
'2021-05-09 23:46:31 417',0.087,0.052,1.017,-0.347,0.295,-0.221,-1.61,6.9,142.19,-0.655,-0.659,-0.676
'2021-05-09 23:46:31 334',0.113,0.092,0.991,-0.341,0.297,-0.223,0.84,7.13,140.77,0.583,-0.632,-0.59
'2021-05-09 23:46:31 303',0.156,0.042,0.96,-0.349,0.298,-0.235,1.8,7.69,140.59,0.196,-0.033,-0.061
'2021-05-09 23:46:31 244',0.071,0.029,0.98,-0.328,0.284,-0.223,1.11,3.83,138.11,0.08,0.152,0.043
'2021-05-09 23:46:31 184',0.13,0.104,0.966,-0.328,0.282,-0.225,-0.25,6.46,140.26,-1.944,-2.142,-1.787
'2021-05-09 23:46:31 150',0.068,0.037,0.983,-0.323,0.294,-0.212,1.22,3.86,137.72,0.048,0.157,-0.169
'2021-05-09 23:46:31 094',0.071,0.032,0.981,-0.324,0.291,-0.217,1.07,3.96,138.18,-0.012,-0.11,-0.164
'2021-05-09 23:46:31 060',0.065,0.032,0.979,-0.327,0.287,-0.218,1.31,3.95,137.6,0.063,0.007,-0.001
'2021-05-09 23:46:31 000',0.069,0.035,0.981,-0.325,0.291,-0.215,1.2,4.06,137.62,0.014,-0.031,-0.002
'2021-05-09 23:46:30 954',0.065,0.037,0.986,-0.32,0.287,-0.218,1.11,3.87,137.8,0.102,0.031,-0.008
'2021-05-09 23:46:30 910',0.064,0.032,0.978,-0.327,0.288,-0.217,1.28,3.94,137.61,0.084,-0.036,0.043
'2021-05-09 23:46:30 824',0.077,0.019,0.97,-0.325,0.285,-0.213,0.97,4.15,137.9,-0.19,-0.114,-0.522
'2021-05-09 23:46:30 804',0.064,0.038,0.988,-0.321,0.285,-0.218,1.01,3.92,137.86,0.064,0.042,0.009
'2021-05-09 23:46:30 719',0.066,0.024,0.977,-0.32,0.276,-0.22,1.21,4.04,136.91,0.068,-0.033,-0.032
'2021-05-09 23:46:30 674',0.07,0.024,0.973,-0.321,0.285,-0.212,1.25,3.93,137.28,0.09,0.102,-0.161
'2021-05-09 23:46:30 642',0.059,0.022,0.975,-0.327,0.291,-0.209,1.15,3.97,136.65,0.112,-0.006,-0.002
'2021-05-09 23:46:30 569',0.064,0.024,0.974,-0.318,0.284,-0.22,1.17,3.94,136.79,0.063,0.019,-0.08
'2021-05-09 23:46:30 511',0.064,0.025,0.974,-0.323,0.285,-0.215,1.14,4.17,136.66,0.014,0.013,0.096
'2021-05-09 23:46:30 492',0.06,0.019,0.973,-0.324,0.282,-0.218,1.11,4.05,136.63,0.053,0.107,0.013
'2021-05-09 23:46:30 418',0.067,0.023,0.977,-0.32,0.288,-0.21,1.12,4.07,136.78,0.034,0.062,0.033
'2021-05-09 23:46:30 361',0.067,0.023,0.977,-0.321,0.285,-0.212,1.19,4.17,136.73,0.092,-0.009,0.093
'2021-05-09 23:46:30 355',0.068,0.022,0.978,-0.318,0.288,-0.22,1.21,4.12,136.7,0.056,0.017,-0.096
'2021-05-09 23:46:30 268',0.067,0.023,0.977,-0.32,0.282,-0.22,1.17,4.13,136.83,0.057,0.056,-0.002
'2021-05-09 23:46:30 217',0.066,0.021,0.977,-0.317,0.285,-0.218,1.28,4.39,136.42,0.086,0.024,0.034
'2021-05-09 23:46:30 205',0.066,0.022,0.977,-0.321,0.284,-0.217,1.18,4.18,136.49,0.079,0.02,-0.04
'2021-05-09 23:46:30 177',0.065,0.021,0.977,-0.318,0.279,-0.22,1.35,4.48,136.7,0.063,-0.081,0.078
'2021-05-09 23:46:30 174',0.066,0.022,0.977,-0.32,0.278,-0.218,1.3,4.33,136.72,0.038,-0.021,0.002
'2021-05-09 23:46:30 172',0.067,0.023,0.977,-0.323,0.279,-0.223,1.4,4.2,136.41,0.07,0.107,-0.078
'2021-05-09 23:46:30 168',0.069,0.023,0.976,-0.32,0.284,-0.22,1.52,4.41,136.11,0.023,0.067,0.056
'2021-05-09 23:46:30 067',0.065,0.021,0.976,-0.32,0.287,-0.222,1.29,4.44,136.46,0.054,-0.008,0.104
'2021-05-09 23:46:30 027',0.066,0.022,0.977,-0.323,0.281,-0.218,1.39,4.4,136.76,0.104,-0.1,0.071
'2021-05-09 23:46:30 024',0.067,0.022,0.978,-0.318,0.279,-0.217,1.34,4.29,136.66,0.047,-0.006,-0.028
'2021-05-09 23:46:30 022',0.067,0.023,0.977,-0.325,0.287,-0.218,1.38,4.28,136.22,0.034,0.026,-0.057
'2021-05-09 23:46:30 018',0.069,0.023,0.976,-0.32,0.281,-0.222,1.61,4.48,136.13,0.123,0.041,0.01
'2021-05-09 23:46:29 711',0.071,0.023,0.977,-0.324,0.282,-0.212,1.61,4.47,135.99,0.068,0.12,0.027
'2021-05-09 23:46:29 588',0.07,0.023,0.978,-0.321,0.285,-0.218,1.67,4.56,135.8,0.052,0.014,0.067
'2021-05-09 23:46:29 561',0.07,0.023,0.977,-0.323,0.279,-0.212,1.63,4.57,135.92,0.038,0.043,0.06
'2021-05-09 23:46:29 513',0.07,0.023,0.977,-0.321,0.279,-0.223,1.67,4.56,135.62,0.125,0.069,-0.108
'2021-05-09 23:46:29 438',0.07,0.023,0.977,-0.328,0.279,-0.22,1.73,4.56,135.81,0.099,0,0.155
'2021-05-09 23:46:29 389',0.07,0.023,0.978,-0.323,0.287,-0.212,1.54,4.55,135.09,-0.017,-0.08,0.046
'2021-05-09 23:46:29 363',0.069,0.023,0.976,-0.318,0.282,-0.223,1.59,4.6,135.36,0.122,0.045,-0.014
'2021-05-09 23:46:29 301',0.076,0.021,0.978,-0.323,0.282,-0.217,1.67,4.41,134.86,0.064,0.192,0.109
'2021-05-09 23:46:29 239',0.069,0.023,0.975,-0.324,0.285,-0.217,1.64,4.4,135.01,0.053,0.103,0.013
'2021-05-09 23:46:29 211',0.069,0.02,0.981,-0.318,0.285,-0.214,1.64,4.37,134.99,0.135,-0.034,0.192
